latitude,longitude,altitude,building_age,population_density_x,wind_speed,wind_direction,river_water_level,river_discharge,drainage_system,elevation,slope,population_density_y,safe_camp_earthquake,safe_camp_flood
8.3664,77.0092,highland (150m),old (20-50 years),low,11.4,N,6.0,336.2,moderate,83.36837163,9.905247528,low,0,0
8.3664,77.0093,lowland (10m),old (20-50 years),medium,2.7,NE,3.2,387.4,good,53.90216277,44.39892766,medium,0,0
8.3664,77.1346,lowland (10m),old (20-50 years),high,1.1,W,3.4,158.2,poor,44.04080636,22.33185712,high,0,0
8.3666,77.1252,midland (50m),old (20-50 years),high,5.3,NW,1.3,126.7,good,96.14860228,26.4770648,low,0,0
8.3667,77.0824,highland (150m),new (<20 years),high,2.5,S,8.2,331.6,good,76.72617736,0.893597052,medium,0,0
8.3667,77.1289,midland (50m),new (<20 years),low,3.0,N,3.6,148.7,good,57.36178048,35.50474439,medium,0,0
8.3667,77.1294,highland (150m),new (<20 years),low,11.6,N,8.8,65.2,good,55.24482629,34.28111821,medium,0,0
8.3667,77.1337,lowland (10m),old (20-50 years),medium,11.6,N,1.0,359.4,poor,49.00740673,23.15616453,low,0,0
8.3667,77.1346,midland (50m),new (<20 years),high,1.3,SE,2.1,297.1,good,45.26796666,0.753226297,medium,0,0
8.3668,77.0214,midland (50m),old (20-50 years),medium,4.7,SW,4.2,249.9,poor,54.55364608,27.9554873,medium,0,0
8.3668,77.1292,midland (50m),old (20-50 years),high,14.4,W,5.3,50.1,moderate,63.88337561,33.04051548,low,0,0
8.3669,77.0823,lowland (10m),old (20-50 years),high,10.5,SW,4.5,370.1,poor,61.52182668,28.09478089,medium,0,0
8.3669,77.0992,highland (150m),new (<20 years),low,8.8,SE,4.3,170.4,good,84.17498954,40.43630419,high,0,0
8.3669,77.1337,lowland (10m),new (<20 years),medium,12.6,N,8.9,7.2,moderate,34.97216998,22.60550168,medium,0,0
8.3669,77.1343,lowland (10m),old (20-50 years),high,13.1,SE,0.5,319.8,good,6.46606319,21.84478778,low,0,0
8.367,77.111,lowland (10m),old (20-50 years),high,2.1,S,9.5,481.5,moderate,38.64292043,42.71330223,low,0,0
8.367,77.1118,lowland (10m),new (<20 years),medium,10.3,NE,6.6,482.4,good,35.83178296,44.16432771,high,0,0
8.367,77.1474,lowland (10m),new (<20 years),high,6.4,S,2.6,74.9,poor,53.24709099,44.45251844,medium,0,0
8.367,77.1475,midland (50m),new (<20 years),low,10.5,E,5.2,189.9,good,21.718032,29.40700288,medium,0,0
8.3671,77.1111,midland (50m),new (<20 years),low,10.6,S,1.6,358.1,good,45.28796703,43.19370645,high,0,0
8.3671,77.1116,highland (150m),old (20-50 years),medium,5.7,NE,1.7,342.0,good,35.57586112,32.18304947,high,0,0
8.3671,77.1258,highland (150m),new (<20 years),low,3.9,N,1.6,438.0,good,14.15562228,23.29232629,high,0,0
8.3671,77.1474,lowland (10m),old (20-50 years),low,0.7,SE,0.8,302.8,poor,9.474643113,18.70125142,medium,0,0
8.3672,77.0997,midland (50m),new (<20 years),high,8.5,NE,7.3,189.8,poor,19.91524254,9.198293801,medium,0,0
8.3672,77.1346,midland (50m),old (20-50 years),low,13.1,E,6.7,101.5,poor,20.31665346,14.61349606,low,0,0
8.3672,77.1348,highland (150m),old (20-50 years),medium,10.0,NE,8.2,369.5,good,16.12666959,37.04841538,low,0,0
8.3672,77.1468,lowland (10m),new (<20 years),high,8.2,E,8.8,253.9,moderate,25.05715973,10.80052649,low,0,0
8.3672,77.1471,midland (50m),old (20-50 years),medium,1.9,SE,1.9,136.3,moderate,29.06579252,12.06790879,medium,0,0
8.3672,77.1492,highland (150m),old (20-50 years),low,7.0,W,7.0,96.1,moderate,37.83026105,7.42036608,high,0,0
8.3673,77.1127,highland (150m),new (<20 years),high,13.6,E,1.7,272.6,good,51.98600413,1.966314822,high,0,0
8.3673,77.147,highland (150m),new (<20 years),medium,13.0,NE,10.0,263.7,good,40.97103173,28.45350261,high,0,0
8.3674,77.1121,midland (50m),new (<20 years),high,12.0,NE,9.0,16.6,poor,77.15575767,42.76434463,high,0,0
8.3674,77.133,highland (150m),new (<20 years),low,6.1,E,6.4,46.9,poor,45.64306389,43.24006083,medium,0,0
8.3674,77.1469,highland (150m),old (20-50 years),medium,11.6,NE,4.1,210.4,poor,56.33377899,2.693221591,medium,0,0
8.3675,77.1263,lowland (10m),old (20-50 years),high,7.8,E,3.0,317.0,poor,21.67420614,20.13005874,medium,0,0
8.3675,77.1326,midland (50m),new (<20 years),medium,3.7,SW,3.8,450.1,poor,76.84098561,33.92181372,medium,0,0
8.3675,77.1474,midland (50m),new (<20 years),medium,14.1,NE,7.1,49.2,moderate,47.63153117,18.07696454,high,0,0
8.3675,77.1494,lowland (10m),new (<20 years),high,6.1,E,8.8,437.9,good,97.64324528,19.79896176,medium,0,0
8.3676,77.1119,midland (50m),new (<20 years),medium,10.3,W,3.8,269.2,moderate,55.37164172,6.118825228,high,0,0
8.3676,77.1121,midland (50m),new (<20 years),low,2.3,S,4.9,32.4,poor,34.36822162,10.45914699,high,1,0
8.3676,77.1323,lowland (10m),new (<20 years),low,8.1,N,3.0,476.5,good,83.04297495,11.4753192,medium,1,0
8.3676,77.1329,lowland (10m),old (20-50 years),medium,3.6,NW,3.7,97.0,poor,16.94334705,9.581396374,medium,0,0
8.3676,77.147,lowland (10m),new (<20 years),medium,9.2,E,5.7,394.9,poor,54.26689699,20.75532834,medium,0,0
8.3676,77.1471,lowland (10m),old (20-50 years),high,1.2,E,3.8,29.7,moderate,56.05855568,28.59036009,high,0,0
8.3676,77.1495,lowland (10m),old (20-50 years),medium,9.3,NE,0.4,484.8,good,52.00051822,10.93897649,high,0,0
8.3677,77.0997,midland (50m),new (<20 years),medium,11.0,E,1.6,418.6,moderate,89.92193388,27.73141548,high,0,0
8.3677,77.147,lowland (10m),old (20-50 years),high,14.8,E,8.8,374.6,good,94.18408231,30.00753622,medium,0,0
8.3677,77.1495,midland (50m),new (<20 years),low,10.1,E,4.5,422.9,moderate,23.77002089,7.61501033,medium,1,0
8.3678,77.1322,lowland (10m),old (20-50 years),high,5.8,W,3.8,341.6,moderate,63.59100174,31.97229261,low,0,0
8.3678,77.1348,lowland (10m),new (<20 years),low,3.6,NW,6.1,411.3,good,51.67240933,11.09336917,medium,1,0
8.3678,77.1493,lowland (10m),old (20-50 years),low,1.7,E,2.7,26.7,moderate,82.49912772,6.419139211,low,0,0
8.3678,77.1495,highland (150m),old (20-50 years),low,12.5,SW,1.5,20.4,good,83.35471108,35.15167352,medium,0,0
8.3679,77.1322,highland (150m),old (20-50 years),high,5.8,NW,6.2,290.2,good,22.93670302,26.725495,low,0,0
8.3679,77.1329,highland (150m),old (20-50 years),low,13.5,SW,7.5,319.1,good,96.39807439,27.14681648,high,0,0
8.3679,77.1348,lowland (10m),new (<20 years),low,6.9,N,7.6,197.0,good,55.33082789,15.88384306,low,0,0
8.368,77.0977,lowland (10m),old (20-50 years),low,6.6,SE,6.3,345.9,good,63.40028008,18.75512563,high,0,0
8.368,77.1265,highland (150m),new (<20 years),medium,5.9,E,2.7,31.7,good,40.27406891,7.311790854,low,0,0
8.368,77.1508,lowland (10m),new (<20 years),low,12.7,NW,2.8,112.6,good,55.16485708,24.14151595,high,0,0
8.3681,77.1254,highland (150m),new (<20 years),high,13.6,S,6.1,367.0,good,88.35048489,40.48071287,medium,0,0
8.3681,77.1522,midland (50m),old (20-50 years),medium,11.7,W,1.2,429.3,poor,46.56497931,36.85503787,high,0,0
8.3682,77.1117,midland (50m),old (20-50 years),low,11.4,N,1.3,26.1,moderate,77.04025088,8.082255624,high,0,0
8.3682,77.1343,highland (150m),new (<20 years),high,11.4,E,4.5,75.1,good,61.33501341,2.347183253,medium,0,0
8.3682,77.1488,highland (150m),old (20-50 years),high,14.6,E,4.6,307.7,good,90.66205322,32.32962828,medium,0,0
8.3682,77.1493,midland (50m),new (<20 years),low,7.8,NW,8.3,228.2,moderate,90.17215917,30.79724231,low,0,0
8.3682,77.1531,highland (150m),old (20-50 years),medium,6.0,NW,1.3,326.3,good,47.79849032,44.9170023,low,0,0
8.3683,77.1314,highland (150m),new (<20 years),low,11.0,E,5.5,75.1,moderate,91.72951464,16.38259191,medium,0,0
8.3683,77.1475,highland (150m),old (20-50 years),medium,9.3,E,1.7,245.1,moderate,73.87401828,6.545290715,medium,0,0
8.3683,77.149,highland (150m),new (<20 years),low,8.7,N,6.8,359.4,good,81.03886304,40.57363121,low,0,0
8.3683,77.149,highland (150m),new (<20 years),low,8.7,N,6.8,359.4,poor,81.03886304,40.57363121,high,0,0
8.3683,77.149,lowland (10m),old (20-50 years),medium,1.7,N,7.9,26.6,good,69.74048019,15.45271345,low,0,0
8.3683,77.149,lowland (10m),old (20-50 years),medium,1.7,N,7.9,26.6,poor,69.74048019,15.45271345,high,0,0
8.3683,77.1494,midland (50m),old (20-50 years),high,13.4,SW,2.8,474.5,moderate,70.68067303,11.0509843,low,0,0
8.3683,77.1515,highland (150m),new (<20 years),high,9.3,SE,5.2,430.9,poor,62.58848373,20.25307877,medium,0,0
8.3684,77.1322,highland (150m),old (20-50 years),medium,7.9,W,3.7,24.2,poor,40.46151603,36.96324378,high,0,0
8.3684,77.148,highland (150m),new (<20 years),high,1.5,SW,1.5,437.3,poor,13.34596994,41.4202526,medium,0,0
8.3684,77.1481,lowland (10m),new (<20 years),high,1.5,NW,0.2,100.5,poor,42.09469414,4.778110094,high,0,0
8.3684,77.1489,lowland (10m),old (20-50 years),medium,7.0,SW,1.3,300.7,good,40.17742563,14.61045507,low,0,0
8.3684,77.1491,highland (150m),new (<20 years),medium,5.0,W,0.9,233.0,poor,42.20925978,33.23196159,medium,0,0
8.3684,77.1496,midland (50m),new (<20 years),low,5.5,SW,8.4,178.2,poor,69.51100772,17.67123596,low,0,0
8.3684,77.154,highland (150m),new (<20 years),medium,0.9,SW,8.4,15.3,moderate,45.4999479,19.32657431,low,0,0
8.3685,77.1251,lowland (10m),new (<20 years),high,14.1,N,2.6,268.5,poor,77.44260917,15.13067831,low,0,0
8.3685,77.154,highland (150m),old (20-50 years),low,0.6,S,2.1,324.5,moderate,12.11509224,37.45047498,high,0,0
8.3686,77.1311,lowland (10m),old (20-50 years),medium,3.4,NW,9.8,333.0,moderate,7.923025091,26.02172489,high,0,0
8.3686,77.1472,midland (50m),old (20-50 years),low,0.5,W,0.7,213.4,good,50.1279632,3.515939783,medium,0,0
8.3686,77.1501,lowland (10m),old (20-50 years),low,14.5,NE,7.9,364.6,moderate,24.17863851,34.11199961,medium,0,0
8.3687,77.0178,midland (50m),new (<20 years),low,1.7,SW,7.3,174.8,poor,78.75387291,25.79402423,low,0,0
8.3687,77.0997,lowland (10m),old (20-50 years),high,13.6,W,0.2,115.5,moderate,5.808870644,5.994191654,low,0,0
8.3687,77.1307,highland (150m),new (<20 years),medium,3.1,SW,6.9,255.4,poor,6.413507255,27.83017944,low,0,0
8.3687,77.1465,highland (150m),new (<20 years),low,6.4,SW,7.3,140.5,good,96.3286288,8.114258804,low,1,0
8.3687,77.1469,lowland (10m),old (20-50 years),medium,7.5,SE,2.0,479.2,good,50.63837156,16.94328717,low,0,0
8.3687,77.1471,highland (150m),old (20-50 years),high,7.3,E,7.4,230.4,poor,99.214572,2.172044416,medium,0,0
8.3687,77.1485,midland (50m),old (20-50 years),high,0.5,E,8.7,369.5,good,27.24344571,11.65140245,medium,0,0
8.3687,77.1486,midland (50m),old (20-50 years),high,6.7,SE,0.7,200.9,poor,39.18133861,1.837434617,high,0,0
8.3687,77.149,midland (50m),new (<20 years),low,5.0,S,3.7,357.1,poor,26.92417556,2.75314693,high,1,0
8.3687,77.154,midland (50m),new (<20 years),medium,5.3,E,3.6,302.9,poor,28.54628284,34.66707477,low,0,0
8.3688,77.0821,highland (150m),old (20-50 years),high,4.0,W,9.5,477.9,good,85.02376246,25.06506614,high,0,0
8.3688,77.1128,lowland (10m),new (<20 years),medium,0.1,N,2.2,311.9,good,42.76715985,19.82358998,low,0,0
8.3688,77.113,highland (150m),new (<20 years),low,7.9,W,3.1,123.7,poor,28.50739935,40.35317713,medium,0,0
8.3688,77.113,highland (150m),new (<20 years),low,7.9,W,3.1,123.7,poor,28.50739935,40.35317713,low,0,0
8.3688,77.113,highland (150m),new (<20 years),medium,6.1,S,8.1,358.0,poor,10.58186809,12.90128271,medium,0,0
8.3688,77.113,highland (150m),new (<20 years),medium,6.1,S,8.1,358.0,poor,10.58186809,12.90128271,low,0,0
8.3688,77.1304,lowland (10m),new (<20 years),low,13.2,W,3.4,129.3,good,52.08206891,37.22148188,high,0,0
8.3688,77.1309,midland (50m),new (<20 years),low,14.6,SW,3.8,164.1,poor,82.01873156,1.949204668,medium,1,0
8.3688,77.1319,midland (50m),new (<20 years),low,3.0,SW,6.8,491.6,poor,25.1615231,15.64446904,high,0,0
8.3688,77.145,highland (150m),new (<20 years),medium,10.6,N,5.5,469.5,moderate,47.47415541,3.82837647,medium,0,0
8.3688,77.1453,lowland (10m),old (20-50 years),high,3.7,SE,6.3,281.6,moderate,28.80419517,23.99622546,medium,0,0
8.3688,77.1485,highland (150m),old (20-50 years),low,5.9,N,8.2,272.2,poor,33.53054117,3.849835264,low,0,0
8.3688,77.1489,midland (50m),new (<20 years),medium,9.5,E,7.0,126.2,moderate,33.07636103,6.438157201,medium,0,0
8.3689,77.1138,midland (50m),new (<20 years),medium,10.2,SW,3.4,92.0,poor,50.99287584,30.58229391,medium,0,0
8.3689,77.1244,lowland (10m),old (20-50 years),low,8.0,NW,7.5,419.8,poor,27.60971983,6.013068182,medium,0,0
8.3689,77.1304,highland (150m),new (<20 years),high,13.5,S,4.4,245.4,good,25.9884781,33.93069495,medium,0,0
8.3689,77.1444,lowland (10m),new (<20 years),low,3.9,S,1.4,32.6,good,50.58147495,24.20827822,high,0,0
8.3689,77.1465,midland (50m),old (20-50 years),medium,10.4,N,9.1,76.0,poor,67.41626583,42.13350077,medium,0,0
8.3689,77.1467,lowland (10m),old (20-50 years),medium,10.4,N,6.6,367.0,moderate,91.656495,19.36105003,high,0,0
8.3689,77.1469,midland (50m),old (20-50 years),high,2.4,S,4.4,408.3,good,64.86567424,25.07799123,high,0,0
8.3689,77.1485,highland (150m),new (<20 years),medium,2.7,E,5.7,335.0,moderate,55.1880524,31.88441509,medium,0,0
8.3689,77.1486,midland (50m),old (20-50 years),medium,9.3,NW,3.3,213.1,good,22.81780193,27.72677041,low,0,0
8.369,77.1318,highland (150m),new (<20 years),medium,8.1,NE,7.6,15.9,moderate,43.90528652,1.561253577,low,0,0
8.369,77.1322,highland (150m),old (20-50 years),low,11.6,S,3.4,201.0,poor,86.95204989,2.970027743,high,0,0
8.369,77.1325,lowland (10m),new (<20 years),high,3.9,S,1.1,433.7,moderate,82.6336765,25.13806375,medium,0,0
8.369,77.1451,highland (150m),old (20-50 years),medium,0.8,S,6.5,155.7,moderate,90.36871504,5.252190778,high,0,0
8.369,77.1463,lowland (10m),old (20-50 years),low,12.9,SE,8.1,339.0,good,68.02452272,36.50440235,high,0,0
8.369,77.1464,midland (50m),new (<20 years),low,5.9,NW,7.4,351.2,poor,47.26953939,39.69586775,high,0,0
8.369,77.1471,lowland (10m),old (20-50 years),medium,3.8,NE,9.7,174.9,poor,45.84363331,9.123712577,high,0,0
8.369,77.1473,lowland (10m),old (20-50 years),high,12.0,NE,9.2,258.2,moderate,70.91960787,32.99280378,high,0,0
8.3691,77.1002,midland (50m),old (20-50 years),low,4.2,SE,8.5,95.5,poor,87.29752359,0.394771225,low,0,0
8.3691,77.1005,midland (50m),old (20-50 years),low,3.4,NW,3.5,365.2,good,24.32496691,17.74609348,low,0,0
8.3691,77.1127,midland (50m),old (20-50 years),medium,0.2,W,5.6,265.5,moderate,37.04693207,29.85655108,high,0,0
8.3691,77.1144,highland (150m),old (20-50 years),high,12.7,NW,9.5,100.6,moderate,66.09085385,20.50858818,low,0,0
8.3691,77.1247,midland (50m),new (<20 years),high,7.6,NE,9.9,347.1,poor,96.54020556,22.22935076,medium,0,0
8.3691,77.13,midland (50m),new (<20 years),low,3.6,W,4.3,102.6,moderate,71.72790222,30.83199925,low,0,0
8.3691,77.1306,highland (150m),new (<20 years),low,13.3,SE,4.6,473.6,poor,22.46333782,37.60350141,high,0,0
8.3691,77.1307,lowland (10m),old (20-50 years),high,12.1,NE,5.3,280.1,poor,27.98446108,35.21793226,low,0,0
8.3691,77.1321,midland (50m),old (20-50 years),high,13.3,S,4.1,233.6,poor,62.88715505,18.37246638,low,0,0
8.3691,77.144,lowland (10m),new (<20 years),high,14.2,NE,1.1,498.1,moderate,49.42581285,29.82686198,low,0,0
8.3691,77.1449,highland (150m),new (<20 years),high,9.5,SW,6.8,29.3,good,49.83863188,35.09794154,low,0,0
8.3691,77.1461,lowland (10m),new (<20 years),medium,14.5,SW,7.0,5.1,good,64.63832385,11.34342907,medium,0,0
8.3691,77.1462,lowland (10m),old (20-50 years),high,10.3,S,0.9,410.6,moderate,55.99702043,9.55473258,medium,0,0
8.3691,77.147,midland (50m),new (<20 years),high,10.5,NE,4.8,323.6,poor,87.9337349,22.12976829,high,0,0
8.3692,77.1141,highland (150m),old (20-50 years),high,13.5,NE,7.7,60.4,poor,16.18303866,7.339293054,low,0,0
8.3692,77.1252,lowland (10m),old (20-50 years),low,5.8,E,4.9,205.5,good,65.50366831,32.31398524,medium,0,0
8.3692,77.1313,lowland (10m),new (<20 years),high,11.6,N,2.2,266.0,poor,79.83919063,1.355716568,medium,0,0
8.3692,77.1461,lowland (10m),old (20-50 years),medium,3.9,W,8.0,481.7,poor,12.72798053,9.3401356,medium,0,0
8.3692,77.1512,midland (50m),old (20-50 years),high,8.0,N,6.4,276.7,poor,5.286948326,10.9452256,high,0,0
8.3692,77.1518,highland (150m),new (<20 years),low,11.1,S,6.7,386.0,moderate,45.9619059,18.84733792,low,0,0
8.3693,77.1141,midland (50m),new (<20 years),low,12.2,NE,3.1,220.1,poor,90.99139889,20.1864713,medium,0,0
8.3693,77.1145,highland (150m),old (20-50 years),medium,4.0,NE,8.8,157.0,poor,10.92581878,9.820371066,low,0,0
8.3693,77.1315,lowland (10m),old (20-50 years),high,10.9,W,5.2,308.0,good,66.50860052,6.329530094,medium,0,0
8.3693,77.1458,lowland (10m),new (<20 years),high,0.6,SE,3.4,487.7,moderate,77.26119687,25.80242947,low,0,0
8.3693,77.1459,highland (150m),old (20-50 years),low,8.1,NW,5.7,356.6,good,32.19183691,38.73171621,medium,0,0
8.3693,77.1462,lowland (10m),new (<20 years),medium,14.7,NW,6.1,249.5,poor,75.37058792,10.86055981,low,0,0
8.3694,77.1148,midland (50m),old (20-50 years),high,5.3,S,0.1,14.4,good,42.06825273,17.66262482,high,0,0
8.3694,77.1174,midland (50m),new (<20 years),low,4.7,NW,8.2,259.0,good,25.151808,0.30397523,low,1,0
8.3694,77.1255,highland (150m),new (<20 years),high,14.9,W,6.3,395.1,good,26.32515508,0.663176214,low,0,0
8.3694,77.1306,lowland (10m),new (<20 years),low,4.4,NW,2.2,146.5,poor,66.52352325,38.39624817,low,0,0
8.3694,77.1455,midland (50m),new (<20 years),high,11.1,N,5.7,96.2,moderate,54.14541706,3.071409057,high,0,0
8.3694,77.1513,lowland (10m),new (<20 years),low,10.8,S,10.0,15.8,good,43.28324235,13.79214392,low,1,0
8.3695,77.114,highland (150m),new (<20 years),high,8.7,N,5.2,241.1,poor,92.42402369,27.30242614,medium,0,0
8.3695,77.1305,midland (50m),old (20-50 years),high,13.6,NW,7.5,355.5,moderate,5.309284473,10.95048555,low,0,0
8.3695,77.1516,highland (150m),new (<20 years),medium,3.6,SE,0.4,318.9,good,69.98112177,44.0132058,low,0,0
8.3696,77.114,midland (50m),old (20-50 years),medium,9.5,E,7.0,23.5,moderate,48.62647624,13.78440571,low,0,0
8.3696,77.1142,highland (150m),new (<20 years),high,1.9,SW,1.7,223.9,poor,29.37166052,21.78586258,low,0,0
8.3696,77.1252,midland (50m),old (20-50 years),medium,7.4,W,5.5,341.9,poor,6.186149945,13.79682556,high,0,0
8.3696,77.1436,highland (150m),old (20-50 years),medium,11.2,NW,7.4,54.5,moderate,17.28145355,4.827989543,low,0,0
8.3696,77.1442,lowland (10m),old (20-50 years),low,7.2,N,2.2,377.0,good,68.68830677,20.97819827,low,0,0
8.3696,77.1511,highland (150m),new (<20 years),high,9.8,NE,3.4,249.5,poor,22.54230638,10.42781152,high,0,0
8.3696,77.1512,highland (150m),new (<20 years),high,12.6,S,2.0,366.1,poor,12.46882451,31.15171879,medium,0,0
8.3697,77.1308,midland (50m),new (<20 years),low,8.4,NW,6.8,144.2,poor,8.864872176,31.06019468,medium,0,0
8.3697,77.1513,midland (50m),new (<20 years),high,7.7,SW,9.4,493.5,poor,55.08855746,4.290547694,low,0,0
8.3697,77.1515,lowland (10m),new (<20 years),high,14.2,W,2.2,144.7,good,56.47538767,0.212515229,low,0,0
8.3698,77.0758,highland (150m),old (20-50 years),high,12.1,NW,1.0,415.2,good,39.84092661,8.853053638,low,0,0
8.3698,77.1181,highland (150m),new (<20 years),medium,14.4,NW,2.5,20.8,good,34.17576235,34.10214254,low,0,0
8.3698,77.131,highland (150m),new (<20 years),medium,2.7,E,1.9,306.4,good,15.17365162,35.13812584,high,0,0
8.3698,77.1515,highland (150m),new (<20 years),medium,6.4,S,2.2,404.2,good,34.38375178,35.52898617,medium,0,0
8.3699,77.1447,lowland (10m),new (<20 years),high,6.9,W,9.6,482.6,moderate,82.71570841,21.32612137,high,0,0
8.3699,77.1454,highland (150m),new (<20 years),low,13.1,S,6.9,482.2,moderate,25.06169243,6.61027108,medium,1,0
8.37,77.1522,midland (50m),old (20-50 years),medium,2.1,N,7.7,385.7,poor,46.97370445,31.51198461,low,0,0
8.3701,77.1252,midland (50m),old (20-50 years),low,4.3,SW,2.1,323.5,poor,74.96882295,22.97651076,medium,0,0
8.3701,77.145,lowland (10m),old (20-50 years),high,13.3,NW,0.1,118.5,poor,96.55356528,39.09801014,low,0,0
8.3701,77.1453,midland (50m),old (20-50 years),high,8.2,N,5.6,324.9,poor,79.72497139,39.4734225,low,0,0
8.3701,77.1461,lowland (10m),old (20-50 years),low,12.3,NE,6.5,379.1,moderate,94.00566522,23.86017634,high,0,0
8.3701,77.1517,highland (150m),new (<20 years),low,10.7,NE,5.1,110.5,good,91.80425232,40.43060311,high,0,0
8.3702,77.1459,highland (150m),old (20-50 years),low,5.4,W,3.3,338.2,good,53.14840212,41.93354881,medium,0,0
8.3702,77.1518,highland (150m),old (20-50 years),low,6.3,S,5.8,3.7,good,48.86709639,32.21797907,medium,0,0
8.3703,77.0087,lowland (10m),old (20-50 years),medium,14.1,E,3.9,168.6,poor,79.53067592,31.41109615,medium,0,0
8.3703,77.1452,lowland (10m),new (<20 years),medium,11.1,NE,9.7,228.2,moderate,28.03045738,9.494415213,medium,0,0
8.3703,77.1456,midland (50m),old (20-50 years),medium,6.6,E,3.6,16.5,poor,51.54687976,1.998864438,medium,0,0
8.3704,77.0282,highland (150m),old (20-50 years),high,11.0,W,0.1,132.4,good,36.64950301,29.87475859,low,0,0
8.3704,77.1442,midland (50m),old (20-50 years),medium,13.4,W,8.8,73.2,moderate,79.33377134,28.15140644,low,0,0
8.3705,77.0991,lowland (10m),old (20-50 years),low,7.6,S,3.7,495.2,poor,35.25264103,38.69236381,high,0,0
8.3705,77.1304,lowland (10m),new (<20 years),low,2.9,E,0.7,413.9,moderate,41.35286111,28.45149096,medium,0,0
8.3705,77.1306,highland (150m),new (<20 years),low,7.0,N,2.8,115.5,good,83.94834579,5.801362805,medium,1,0
8.3706,77.1137,lowland (10m),new (<20 years),medium,4.8,NW,0.9,371.7,good,58.1997638,4.033219025,medium,0,0
8.3707,77.1137,midland (50m),old (20-50 years),high,0.1,SW,4.6,472.3,moderate,38.05552292,20.52003205,low,0,0
8.3708,77.1133,highland (150m),new (<20 years),high,1.2,S,4.1,408.5,moderate,66.50320727,32.93747776,medium,0,0
8.3708,77.1313,lowland (10m),new (<20 years),low,11.7,SE,1.8,432.4,moderate,30.04122775,26.2924743,medium,0,0
8.3713,77.1301,midland (50m),old (20-50 years),medium,5.4,NE,4.5,32.2,moderate,99.93160865,44.99055279,high,0,0
8.3714,77.1299,midland (50m),old (20-50 years),high,5.0,SW,6.0,470.0,good,8.525045369,42.12847755,low,0,0
8.3714,77.13,lowland (10m),new (<20 years),medium,9.7,E,1.8,323.4,moderate,59.54665963,43.99881513,low,0,0
8.3715,77.1302,highland (150m),new (<20 years),high,10.4,SW,4.5,147.3,moderate,15.39710869,2.338325543,high,0,0
8.3716,77.1298,lowland (10m),new (<20 years),low,12.2,NE,4.5,247.4,good,31.79059211,13.51854625,medium,1,0
8.3716,77.1433,highland (150m),new (<20 years),low,11.0,E,1.0,220.7,poor,14.98294078,35.14356205,high,0,0
8.3717,77.1302,highland (150m),new (<20 years),medium,11.7,N,7.2,320.9,poor,57.40743472,43.07251555,low,0,0
8.3717,77.1305,lowland (10m),new (<20 years),high,9.1,E,2.7,220.6,good,51.27026042,17.55098833,low,0,0
8.3718,77.098,midland (50m),old (20-50 years),low,5.7,NW,8.8,455.9,moderate,86.88122378,40.6455727,medium,0,0
8.3719,77.1433,highland (150m),new (<20 years),low,7.2,NE,5.9,242.8,good,15.40231768,7.986932451,medium,1,0
8.3719,77.1434,lowland (10m),new (<20 years),high,2.6,N,5.9,223.2,poor,48.59266019,19.02231249,medium,0,0
8.372,77.1051,highland (150m),old (20-50 years),medium,10.2,SW,3.0,221.5,good,84.46346748,35.58604276,medium,0,0
8.372,77.1435,lowland (10m),new (<20 years),medium,13.1,E,0.1,240.6,moderate,36.15090091,33.42488296,high,0,0
8.3721,77.0765,lowland (10m),new (<20 years),high,1.9,NE,0.5,262.3,good,84.74349667,40.05204792,low,0,0
8.3721,77.143,lowland (10m),old (20-50 years),high,0.5,NE,3.2,331.4,good,51.8375777,2.894613246,medium,0,0
8.3722,77.1433,highland (150m),old (20-50 years),high,8.2,N,5.2,342.9,poor,84.83911303,29.07797336,medium,0,0
8.3723,77.1433,lowland (10m),old (20-50 years),medium,3.6,SW,6.1,13.4,moderate,17.70356592,4.464874073,low,0,0
8.3724,77.143,highland (150m),new (<20 years),low,14.0,W,0.9,212.6,moderate,96.2070069,16.05568051,high,0,0
8.3728,77.076,highland (150m),old (20-50 years),low,10.2,SW,4.7,226.7,poor,68.8403318,33.18254006,low,0,0
8.373,77.0163,lowland (10m),new (<20 years),medium,2.5,SW,4.2,419.7,moderate,43.98300998,21.60764169,medium,0,0
8.373,77.0765,highland (150m),new (<20 years),medium,7.0,N,4.3,374.8,moderate,14.8128163,17.8991724,high,0,0
8.3733,77.1193,highland (150m),new (<20 years),medium,12.5,E,9.7,237.5,good,89.70995043,14.48060258,high,0,0
8.3733,77.1255,midland (50m),old (20-50 years),low,6.0,S,8.5,119.4,moderate,73.25829782,23.65173749,medium,0,0
8.3734,77.1256,midland (50m),old (20-50 years),high,5.9,E,8.7,0.0,poor,93.86114264,41.10237596,low,0,0
8.3735,77.1257,lowland (10m),new (<20 years),low,3.4,NW,9.0,364.2,poor,82.38233771,20.23071867,medium,0,0
8.3735,77.1259,highland (150m),new (<20 years),high,7.0,W,6.0,272.9,good,98.51795537,42.89780728,medium,0,0
8.3737,77.0767,lowland (10m),new (<20 years),medium,3.1,W,4.4,419.3,good,75.8012945,32.4612091,low,0,0
8.3737,77.1278,highland (150m),old (20-50 years),high,7.4,SE,1.4,441.4,moderate,96.285575,23.9597685,medium,0,0
8.3738,77.1157,lowland (10m),new (<20 years),high,2.7,N,8.8,71.3,good,47.35418857,4.288933328,high,0,0
