time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,place,type,horizontalError,depthError,magError,magNst
2018-08-28T13:03:27.670Z,22.6926,87.7938,10,4.5,mb,,93,4.685,0.6,"6 km ENE of Gh?t?l, India",earthquake,9.1,1.9,0.139,15
2018-07-21T19:37:46.500Z,34.3623,73.9968,43.84,4.2,mb,,97,0.932,0.79,"31 km N of Uri, India",earthquake,5.9,6.9,0.131,16
2018-07-21T09:19:36.900Z,34.2911,74.0789,40.06,4.5,mb,,108,0.928,0.81,"23 km N of Uri, India",earthquake,7.2,8.4,0.08,46
2018-07-08T04:13:25.170Z,27.7857,76.207,10,3.6,mb,,224,6.369,0.99,"9 km N of Kotputli, India",earthquake,10.2,2,0.224,5
2018-07-01T10:07:02.900Z,29.0928,76.9296,10,4.5,mb,,150,5.517,1.03,"13 km NW of Son?pat, India",earthquake,11.9,1.9,0.131,17
2018-06-17T15:07:37.130Z,27.4201,88.4739,49.76,4.4,mb,,126,1.568,0.65,"11 km SSW of Mangan, India",earthquake,4.9,7.4,0.071,57
2018-06-16T22:06:35.230Z,31.7248,77.6864,10,3.2,mb,,180,4.19,1.31,"25 km NNW of Sar?han, India",earthquake,9.3,2,0.278,3
2018-06-14T10:15:49.470Z,32.5602,76.3615,10,4.5,mb,,154,2.814,1.24,"22 km E of Chamba, India",earthquake,7.1,1.9,0.089,37
2018-06-14T00:42:07.560Z,30.8612,78.2815,10,4.4,mb,,166,5.075,0.76,"9 km NE of Barkot, India",earthquake,4.9,1.9,0.12,20
2018-06-07T06:51:17.700Z,34.2276,78.0514,10,4.4,mb,,98,4.017,0.54,"43 km E of Leh, India",earthquake,7.8,1.9,0.079,47
2018-06-06T17:41:24.020Z,30.7553,78.9228,10,4.5,mb,,151,5.594,1.19,"45 km E of Uttark?shi, India",earthquake,10.2,1.9,0.081,44
2018-05-21T10:51:02.750Z,31.7412,78.4799,10,4.5,mb,,104,4.788,0.82,"69 km ENE of Sar?han, India",earthquake,5.2,1.8,0.097,31
2018-05-06T07:46:55.300Z,32.8791,76.1241,41.61,4.1,mb,,139,5.905,0.94,"35 km N of Chamba, India",earthquake,6,9.5,0.131,16
2018-04-19T22:52:37.900Z,31.2589,80.4048,29.83,4,mb,,163,6.474,0.98,"111 km NE of Josh?math, India",earthquake,6.3,8.8,0.134,15
2018-04-10T14:14:20.670Z,24.1313,82.5522,10,4.6,mb,,66,5.403,0.86,"14 km WSW of Singrauli, India",earthquake,8.8,1.9,0.073,56
2018-03-28T22:33:05.980Z,23.1716,70.4448,10,4.2,mb,,76,10.731,0.9,"17 km SE of Bhach?u, India",earthquake,9.1,1.9,0.089,35
2018-03-15T14:53:24.170Z,33.0311,76.0989,39.8,4.5,mb,,99,2.448,1.21,"36 km E of Bhadarw?h, India",earthquake,4.4,9.1,0.085,41
2017-12-25T23:51:21.620Z,34.2442,73.8406,10,4.2,mb,,67,0.759,0.65,"26 km NW of Uri, India",earthquake,4.7,2,0.187,8
2017-12-10T22:58:55.730Z,34.3183,78.5677,35.55,4.6,mb,,80,4.452,0.48,"92 km E of Leh, India",earthquake,8.1,6.2,0.091,36
2017-12-09T10:43:07.020Z,33.4204,76.9149,20.3,4.7,mb,,83,3.054,1,"5 km SSE of Padam, India",earthquake,7.3,3.2,0.064,74
2017-12-06T15:19:49.970Z,30.6339,79.1601,10,5.1,mb,,50,5.831,0.75,"34 km NW of P?palkoti, India",earthquake,8.1,1.8,0.04,199
2017-12-02T23:43:44.930Z,27.2856,88.0806,10,4.2,mb,,146,3.604,0.77,"17 km W of Gyalshing, India",earthquake,9.5,1.9,0.098,29
2017-10-27T02:37:45.580Z,31.9508,77.4341,14.96,4.1,mb,,224,3.895,0.74,"30 km E of Kulu, India",earthquake,8.8,6.5,0.198,7
2017-10-19T01:10:25.000Z,33.5105,76.2599,32.12,4.6,mb,,79,2.501,0.95,"50 km ENE of Kishtw?r, India",earthquake,7.3,5.1,0.056,94
2017-09-23T00:14:11.480Z,34.2131,74.5944,35,4.6,mb,,109,4.078,0.61,"5 km WSW of Sumbal, India",earthquake,7.9,1.9,0.061,80
2017-08-19T16:52:26.120Z,16.3657,73.3863,10,4.1,mb,,131,8.041,0.92,"34 km NNW of M?lvan, India",earthquake,14.9,2,0.1,27
2017-08-16T03:26:53.080Z,32.8724,76.2437,44.78,4.4,mb,,158,5.971,0.77,"36 km NNE of Chamba, India",earthquake,10.6,8.6,0.106,26
2017-06-03T18:14:50.550Z,16.6688,73.576,15.46,4.3,mb,,106,8.351,1.29,"6 km ENE of R?j?pur, India",earthquake,8.2,5.8,0.087,37
2017-06-01T22:55:54.880Z,28.9744,76.7797,10,4.7,mb,,69,5.545,0.76,"16 km NW of Kharkhauda, India",earthquake,8.3,1.8,0.045,150
2017-05-29T13:53:29.160Z,33.2999,75.9276,35.9,4.5,mb,,165,5.472,0.7,"15 km E of Kishtw?r, India",earthquake,10,8.5,0.064,71
2017-05-20T05:48:44.460Z,32.8696,76.2986,35.36,4.2,mb,,148,2.655,1.01,"38 km NNE of Chamba, India",earthquake,10.6,9,0.146,13
2017-05-19T00:02:33.540Z,33.0204,76.1431,42.99,4.5,mb,,107,6.103,0.79,"40 km E of Bhadarw?h, India",earthquake,10,8.4,0.083,42
2017-05-16T22:13:19.060Z,27.3266,88.1714,10,4.2,mb,,164,3.739,0.62,"9 km WNW of Gyalshing, India",earthquake,5.5,1.9,0.107,24
2017-04-18T05:11:55.400Z,33.9575,76.422,51.3,4.6,mb,,107,2.643,0.95,Kashmir-India border region,earthquake,4.2,7.5,0.083,43
2017-03-26T21:42:11.940Z,27.1419,88.5534,24.39,4.5,mb,,116,2.934,0.81,"4 km SSE of Rangpo, India",earthquake,6.6,5.5,0.069,62
2017-02-06T17:03:06.530Z,30.6544,79.1645,16.05,5.1,mwb,,39,5.823,0.67,"36 km NW of P?palkoti, India",earthquake,7.9,3.2,0.059,28
2016-12-01T16:52:50.110Z,29.979,80.6321,31.96,5.2,mb,,41,4.687,0.76,"18 km NE of Dh?rchula, India",earthquake,7,4.4,0.047,152
2016-11-16T22:59:24.610Z,28.0012,76.7017,10,4.4,mb,,98,6.357,0.7,"14 km SE of B?wal, India",earthquake,10.5,1.9,0.089,36
2016-10-04T14:19:21.580Z,33.7459,75.6917,35,4.3,mb,,140,2.022,0.53,"45 km SE of Pahlg?m, India",earthquake,8.5,1.9,0.201,7
2016-09-10T15:27:23.480Z,28.7684,76.5733,10,4.1,mb,,202,5.629,0.9,"7 km N of Beri Kh?s, India",earthquake,11.2,2,0.157,11
2016-08-27T03:38:08.270Z,31.2127,77.7742,10,4.1,mb,,179,4.518,1.16,"2 km ENE of Rohru, India",earthquake,11.8,2,0.124,18
2016-08-27T01:35:05.900Z,31.4834,77.6806,10,4.5,mb,,152,4.306,0.69,"6 km NE of R?mpur, India",earthquake,9,1.9,0.091,36
2016-08-27T01:14:30.110Z,31.4746,77.7102,10,4.6,mb,,106,4.332,0.8,"8 km ENE of R?mpur, India",earthquake,7.5,1.3,0.066,69
2016-08-01T13:38:32.850Z,31.3148,76.9876,35.06,4.5,mb,,118,3.911,1.38,"15 km WNW of Seoni, India",earthquake,8.8,6.9,0.164,11
2016-07-17T03:54:57.560Z,21.4276,71.5526,10,4.1,mb,,153,12.271,0.63,"12 km SSW of Gariadhar, India",earthquake,14.5,1.9,0.117,20
2016-05-24T10:17:59.320Z,33.0759,76.0936,35,4.1,mb,,148,2.432,0.73,"36 km ENE of Bhadarw?h, India",earthquake,10.2,2,0.165,10
2016-03-17T16:47:01.810Z,34.044,78.0686,31.9,4.1,mb,,101,6.262,1.27,"46 km ESE of Leh, India",earthquake,9.8,5.3,0.114,23
2016-03-12T16:15:12.250Z,26.7746,89.092,14.88,3.9,mb,,177,2.759,1.46,"9 km NW of Birpara, India",earthquake,11.4,7.2,0.17,9
2016-02-09T15:13:53.700Z,32.9944,76.0777,40.2,4.2,mb,,153,2.441,0.75,"33 km E of Bhadarw?h, India",earthquake,4,8.9,0.098,29
2016-02-04T07:10:36.880Z,32.8455,76.043,58.67,4.3,mb,,105,2.459,0.92,"33 km NNW of Chamba, India",earthquake,11,9.5,0.168,10
2015-12-15T02:35:15.500Z,23.8301,86.5783,14.79,4.5,mb,,171,5.101,0.5,"6 km E of Gobindpur, India",earthquake,12.3,5.6,0.144,14
2015-12-05T23:13:32.200Z,18.4361,71.1922,10,4.3,mb,,85,12.678,1.24,"179 km W of Al?b?g, India",earthquake,11.5,1.9,0.122,19
2015-11-29T02:47:52.820Z,31.373,78.7325,35,4.1,mb,,156,5.143,1.33,"76 km NNE of Uttark?shi, India",earthquake,4.9,2,0.197,7
2015-10-10T01:48:45.570Z,27.2548,88.8009,48.22,4.3,mb,,129,1.899,0.63,"20 km ESE of Gangtok, India",earthquake,11.9,7.7,0.103,27
2015-10-08T01:04:21.950Z,31.5958,76.9677,36.04,4.2,mb,,148,3.733,0.71,"8 km NE of Sundarnagar, India",earthquake,8.8,6.6,0.167,10
2015-09-29T09:27:17.090Z,29.996,80.3737,35,4.6,mb,,126,4.895,1.05,"21 km NW of Dh?rchula, India",earthquake,8.8,1.5,0.083,43
2015-09-03T17:57:47.570Z,27.3767,75.4937,14.2,4,mb,,101,6.541,0.76,"7 km W of R?ngas, India",earthquake,11.3,6.7,0.156,11
2015-08-15T05:42:20.300Z,27.3759,87.8566,10,4.4,mb,,129,1.093,0.75,"40 km WNW of Gyalshing, India",earthquake,7.2,1.9,0.088,37
2015-08-05T19:15:56.760Z,30.3652,80.3368,10,4.1,mb,,176,5.097,0.73,"60 km NNW of Dh?rchula, India",earthquake,6.5,1.9,0.145,13
2015-07-18T23:48:08.680Z,30.4476,79.1538,10,4.4,mb,,97,5.929,0.58,"24 km NE of Rudrapray?g, India",earthquake,9.5,1.9,0.09,36
2015-07-09T03:30:01.840Z,34.6941,74.1123,63.07,4.2,mb,,87,1.254,0.74,"55 km NW of Sopur, India",earthquake,5.5,8.4,0.152,12
2015-05-27T07:30:41.910Z,27.3256,84.6635,10,4,mb,,168,0.695,1.4,"38 km ENE of R?mnagar, India",earthquake,7.4,1.9,0.099,30
2015-05-18T16:46:36.840Z,34.1771,73.7435,32.32,4.3,mb,,73,0.657,1.16,"30 km WNW of Uri, India",earthquake,4.6,5.6,0.087,37
2015-04-01T21:23:54.400Z,30.3521,79.5107,10,4.9,mb,,31,6.238,0.52,"11 km SE of P?palkoti, India",earthquake,6.9,1.8,0.05,124
2015-02-15T14:14:20.990Z,34.4283,76.2031,48.05,4.7,mb,,84,2.557,0.65,"15 km SSE of Kargil, India",earthquake,8.1,7.2,0.059,97
2015-02-14T00:44:36.430Z,31.3449,80.3877,32.72,4.2,mb,,111,6.438,0.64,"117 km NE of Josh?math, India",earthquake,4.7,6,0.128,20
2015-02-13T22:21:52.220Z,31.215,80.3855,29.91,4.1,mb,,145,6.488,0.71,"107 km NE of Josh?math, India",earthquake,8.9,6.5,0.151,13
2014-12-06T04:27:42.580Z,30.6685,80.0267,10,4.1,mb,,175,6.455,1.36,western Xizang-India border region,earthquake,9.6,1.9,0.521,3
2014-11-21T22:45:36.370Z,34.4008,79.0039,36.66,4.3,mb,,95,4.821,1.03,"133 km E of Leh, India",earthquake,7.4,6.4,0.099,34
2014-11-18T15:55:32.580Z,32.9378,76.059,60.82,4.3,mb,,115,2.442,1.07,"32 km E of Bhadarw?h, India",earthquake,9.3,7.8,0.147,18
2014-10-11T08:13:37.870Z,34.3887,79.2005,35,4.5,mb,,115,4.98,0.59,"150 km E of Leh, India",earthquake,8.5,2,0.131,19
2014-10-10T21:49:37.690Z,34.3271,79.1521,45.27,4,mb,,124,4.934,1.15,"145 km E of Leh, India",earthquake,8.6,8.7,0.173,10
2014-09-22T20:49:10.820Z,34.2939,73.9193,26.73,4.7,mb,,94,0.839,0.75,"26 km NNW of Uri, India",earthquake,7.2,5,0.076,57
2014-08-24T08:29:31.740Z,30.0384,79.9591,10,4.4,mb,,68,6.734,0.81,"28 km NE of B?geshwar, India",earthquake,8.7,1.9,0.11,24
2014-08-21T08:11:18.820Z,32.3289,76.4266,10,4.9,mb,,45,2.963,0.75,"15 km NE of Dharamsala, India",earthquake,7.6,1.8,0.05,134
2014-07-25T04:56:16.680Z,33.1264,76.3749,17.03,4,mb,,148,2.65,0.83,"60 km ESE of Kishtw?r, India",earthquake,,5,0.298,5
2014-07-06T14:48:13.060Z,30.3227,80.3415,43.73,4.1,mb,,146,6.862,1.11,"55 km NNW of Dh?rchula, India",earthquake,,6.9,0.213,7
2014-07-03T11:35:00.300Z,30.2451,80.3384,35,4,mb,,167,6.9,1.3,western Xizang-India border region,earthquake,,2,0.211,6
2014-06-17T17:31:10.950Z,32.3316,76.4467,33.51,4.2,mb,,146,2.977,1.49,"17 km NE of Dharamsala, India",earthquake,,6.3,0.121,25
2014-06-13T13:32:52.870Z,33.292,75.5807,42.74,5,mb,,91,1.965,1.14,"16 km N of Doda, India",earthquake,,5.2,0.062,87
2014-05-21T16:21:54.350Z,18.2012,88.0376,47.23,6,mww,,38,5.59,0.63,"276 km SE of Kon?rka, India",earthquake,,3.7,,
2014-04-19T08:29:20.330Z,34.1021,76.2379,34,4.1,mb,,133,2.511,1.1,"51 km SSE of Kargil, India",earthquake,,6.2,0.185,8
2014-03-08T13:09:02.340Z,34.452,80.1638,36.09,4.4,mb,,133,5.779,1.18,"239 km E of Leh, India",earthquake,,7.7,0.17,12
2014-02-21T06:46:47.260Z,30.0104,76.1747,16.02,4.6,mb,,146,4.391,0.82,"18 km ESE of Dirba, India",earthquake,,4.9,0.223,6
2014-01-22T05:22:01.180Z,34.2849,79.7826,43.74,4.2,mb,,135,5.449,0.72,"203 km E of Leh, India",earthquake,,7,0.186,8
2013-12-06T10:09:01.050Z,32.8918,78.6622,41.12,4.3,mb,,99,4.581,1,"156 km ENE of Man?li, India",earthquake,,8.4,0.178,
2013-11-15T22:21:08.700Z,34.5371,77.7468,30.76,4.2,mb,,104,3.819,1.34,"43 km NNE of Leh, India",earthquake,,6.3,0.146,
2013-11-06T14:53:14.040Z,31.726,76.1301,41.11,4.4,mb,,120,3.082,0.97,"9 km NE of Gagret, India",earthquake,,6.3,0.112,
2013-10-26T00:05:03.550Z,33.1049,75.9359,41.6,4.5,mb,,101,2.297,0.68,"24 km NE of Bhadarw?h, India",earthquake,,6.9,0.084,
2013-10-03T06:12:39.140Z,27.2898,88.4022,9.87,5.2,mb,,37,3.395,0.61,"11 km WNW of Singtam, India",earthquake,,2.4,0.044,
2013-09-05T18:11:28.600Z,33.2221,75.404,10.24,4.5,mb,,116,1.836,0.8,"14 km NE of Batoti, India",earthquake,,2.8,0.156,
2013-09-03T08:06:19.150Z,33.2574,75.8656,10,4.2,mb,,152,2.206,0.6,"11 km SE of Kishtw?r, India",earthquake,,1.9,0.175,
2013-08-29T10:13:24.110Z,31.4785,76.2727,38.33,4.4,mb,,146,3.335,0.84,"1 km NNE of Una, India",earthquake,,6.6,0.139,
2013-08-18T23:53:31.680Z,33.2183,75.8728,44.81,4.8,mb,,45,5.831,0.58,"14 km SE of Kishtw?r, India",earthquake,,6.4,0.055,
2013-08-06T18:36:30.500Z,23.3104,88.4902,35.88,4.5,mb,,112,3.802,0.76,"9 km NE of Sh?ntipur, India",earthquake,,8.6,0.383,
2013-08-05T14:46:00.350Z,33.3339,75.9342,50.45,4.1,mb,,148,2.249,0.89,"15 km E of Kishtw?r, India",earthquake,,7.7,0.37,
2013-08-05T13:57:48.780Z,33.4569,76.0182,46.77,4.3,mb,,145,2.304,0.89,"28 km NE of Kishtw?r, India",earthquake,,7.7,0.143,
2013-08-02T21:37:46.070Z,33.2967,75.9504,42.43,5.2,mb,,44,2.269,0.93,"17 km E of Kishtw?r, India",earthquake,,4.8,0.048,
2013-08-02T02:32:47.770Z,33.2663,75.9377,14.12,5,mwb,,43,2.264,0.68,"16 km ESE of Kishtw?r, India",earthquake,,3.3,0.073,
2013-07-29T13:07:03.000Z,23.2863,70.4026,20,4,mb,,126,10.628,0.95,"6 km ESE of Bhach?u, India",earthquake,7.4,6.2,0.157,
2013-07-13T17:49:36.640Z,32.383,76.535,25.5,4.4,mb,64,93,,1.23,"27 km NE of Dharamsala, India",earthquake,,5.8,,43
2013-07-09T15:52:34.080Z,32.85,78.327,36.9,4,mb,12,134.5,,1.06,"125 km ENE of Kyelang, India",earthquake,,24,,2
2013-07-09T13:49:18.870Z,32.765,78.197,49.9,5,mb,144,41,,0.99,"111 km ENE of Man?li, India",earthquake,,2.9,,110
2013-06-05T22:04:03.100Z,32.907,76.286,43.3,4,mb,45,107,,1.4,"41 km NNE of Chamba, India",earthquake,,7.5,,21
2013-06-04T17:34:50.750Z,32.672,76.601,41.1,4.9,mb,165,45,,0.99,"41 km WNW of Kyelang, India",earthquake,,5.7,,149
2013-06-01T13:28:53.880Z,22.02,88.572,10,4.1,mb,21,102,,1,"22 km NE of Kultali, India",earthquake,,,,16
2013-05-14T20:03:36.620Z,33.087,75.709,48,4.7,mb,110,89,,0.98,"11 km N of Bhadarw?h, India",earthquake,,7.1,,80
2013-05-14T20:00:07.770Z,33.101,75.727,61.7,4.7,mb,93,106,,1.18,"13 km N of Bhadarw?h, India",earthquake,,3.7,,55
2013-05-14T19:58:24.430Z,33.121,75.735,35.7,4.3,mb,42,133,,1.05,"15 km N of Bhadarw?h, India",earthquake,,7.3,,19
2013-05-02T00:30:41.250Z,33.121,75.827,15.8,4.3,mb,21,205,,1.08,"18 km NNE of Bhadarw?h, India",earthquake,,6.3,,5
2013-05-02T00:30:07.400Z,32.964,75.69,10,4.2,mb,59,86.5,,1.29,"3 km SW of Bhadarw?h, India",earthquake,,,,10
2013-05-01T09:19:45.930Z,33.001,75.764,10,4.6,mb,96,73,,0.82,"4 km ENE of Bhadarw?h, India",earthquake,,2.8,,63
2013-05-01T07:05:36.310Z,33.055,75.724,10,4.2,mb,24,148,,1.41,"8 km N of Bhadarw?h, India",earthquake,,3.1,,3
2013-05-01T06:57:13.480Z,33.061,75.863,15,5.7,mww,137,25,,1.11,"16 km ENE of Bhadarw?h, India",earthquake,,,,
2013-04-30T09:41:51.600Z,33.152,75.741,10,4.5,mb,97,80,,0.81,"18 km E of Doda, India",earthquake,,,,64
2013-04-19T06:35:52.970Z,27.333,87.853,47.1,4.2,mb,17,169,,1.03,"40 km W of Gyalshing, India",earthquake,,9.5,,6
2013-04-17T03:01:38.230Z,33.249,76.663,42.2,4,mb,35,145,,1.2,"31 km SW of Padam, India",earthquake,,10.5,,7
2013-02-24T00:57:30.210Z,27.264,75.491,10,3.6,mb,12,310.6,,0.86,"13 km SW of R?ngas, India",earthquake,,,,3
2013-02-11T10:48:52.100Z,30.969,78.268,10,4.6,mb,105,84.6,,0.94,"18 km NNE of Barkot, India",earthquake,,,,35
2013-02-06T19:05:30.740Z,34.347,80.606,10,4.2,mb,41,96,,0.75,"279 km E of Leh, India",earthquake,,,,5
2013-02-06T19:01:45.700Z,34.247,80.424,16.6,4.9,mb,147,47.5,,0.95,"261 km E of Leh, India",earthquake,,9.4,,64
2013-01-22T15:49:24.010Z,34.214,80.306,37.8,4,mb,31,96.1,,1.07,"250 km E of Leh, India",earthquake,,8.6,,1
2012-12-20T13:00:53.810Z,27.651,76.116,10,3.9,mb,10,307.6,,1.67,"9 km SW of Kotputli, India",earthquake,,,,4
2012-12-08T07:06:10.080Z,22.96,70.302,10,4.1,mb,40,128.1,,0.87,"11 km SE of K?ndla, India",earthquake,,,,16
2012-11-30T19:39:30.580Z,27.22,88.2,25,4.7,mb,84,116.4,,0.92,"9 km SW of Gyalshing, India",earthquake,,11.3,,30
2012-11-27T12:15:16.870Z,30.9,78.422,23.4,4.4,mb,73,51.7,,0.79,"18 km N of Uttark?shi, India",earthquake,,9.4,,31
2012-11-11T20:23:12.680Z,32.294,76.331,10,4,mb,21,116.7,,0.96,"8 km N of Dharamsala, India",earthquake,,,,2
2012-10-18T02:33:27.970Z,23.769,81.314,10,5,mb,153,39.7,,0.86,"12 km NW of Jaisinghnagar, India",earthquake,,,,75
2012-10-08T17:46:20.670Z,31.832,78.444,10,4.9,mb,61,51.3,,0.98,"71 km ENE of Sar?han, India",earthquake,,,,16
2012-10-03T10:49:26.470Z,32.296,76.254,10,4.2,mb,40,85.5,,1.3,"10 km NW of Dharamsala, India",earthquake,,,,8
2012-10-03T10:04:50.650Z,33.498,75.963,35,4.1,mb,15,154.2,,1.25,"27 km NE of Kishtw?r, India",earthquake,,,,4
2012-10-02T08:34:54.360Z,32.471,76.632,10,4.8,mb,65,95.1,,1.15,"38 km WSW of Kyelang, India",earthquake,,,,21
2012-10-02T03:45:30.090Z,32.401,76.507,19.1,4.6,mb,49,145.5,,1.1,"26 km NE of Dharamsala, India",earthquake,,26.7,,14
2012-09-18T12:26:25.280Z,27.33,88.642,42.2,4.6,mb,56,115.1,,0.74,"2 km E of Gangtok, India",earthquake,,6.4,,16
2012-08-02T18:00:26.210Z,33.731,75.446,10,4.1,mb,15,132.4,,0.99,"27 km E of Anantnag, India",earthquake,,,,2
2012-07-26T05:31:38.020Z,33.466,76.105,56.2,4.4,mb,13,145,,0.77,"35 km ENE of Kishtw?r, India",earthquake,,13.2,,2
2012-06-24T12:13:02.520Z,34.318,80.248,41.1,4.3,mb,60,114.7,,1.12,"245 km E of Leh, India",earthquake,,6.9,,23
2012-06-19T20:14:05.720Z,23.647,70.252,28.6,5,mb,192,87.5,,1.01,"39 km NNW of Bhach?u, India",earthquake,,4.2,,111
2012-06-19T14:00:07.610Z,28.728,76.685,10,4.1,mb,33,98,,1.12,"10 km WSW of Kheri S?mpla, India",earthquake,,0,,4
2012-06-11T04:35:59.960Z,27.306,88.13,51.5,4.5,mb,74,97.6,,0.75,"12 km W of Gyalshing, India",earthquake,,9.1,,17
2012-05-30T01:54:30.620Z,27.328,87.974,35.4,4.3,mb,54,145.6,,0.84,"28 km W of Gyalshing, India",earthquake,,8.3,,12
2012-04-14T20:50:52.680Z,34.189,79.768,30.1,4,mb,59,135.8,,1.14,"201 km E of Leh, India",earthquake,,14.1,,12
2012-04-14T05:27:39.580Z,17.247,73.601,10,4.4,mb,54,95,,1.12,"11 km ESE of M?khjan, India",earthquake,,,,18
2012-04-14T03:22:59.690Z,23.239,70.439,10,4,mb,17,125.8,,1.01,"11 km SE of Bhach?u, India",earthquake,,,,4
2012-03-27T23:40:12.600Z,26.087,87.777,28.8,5,mb,167,31.8,,0.86,"17 km W of Kishanganj, India",earthquake,,,,91
2012-03-07T13:18:23.400Z,32.029,78.109,55.6,4.3,mb,28,145.4,,0.87,"64 km NNE of Sar?han, India",earthquake,,10.9,,7
2012-03-05T07:41:04.530Z,28.809,76.649,10,5.1,mb,177,45.6,,1.08,"11 km SSE of Rohtak, India",earthquake,,,,89
2012-02-09T19:17:30.550Z,30.986,78.282,6.2,5.1,mb,177,46,,0.85,"20 km NNE of Barkot, India",earthquake,,11.8,,96
2012-01-04T16:31:25.020Z,33.624,74.892,22.8,4.2,mb,35,96.2,,1.33,"11 km SSE of Shup?yan, India",earthquake,,24.3,,9
2011-12-14T20:20:53.840Z,27.504,87.955,47.5,4,mb,11,169,,0.55,"38 km NW of Gyalshing, India",earthquake,,15.1,,7
2011-10-29T00:43:55.140Z,27.449,88.684,10,3.5,ml,10,213.8,,0.86,"15 km NNE of Gangtok, India",earthquake,,,,
2011-10-22T21:07:39.230Z,32.939,75.811,10,4.2,mb,25,143.7,,0.74,"9 km ESE of Bhadarw?h, India",earthquake,,,,4
2011-10-20T17:18:34.170Z,21.211,70.533,10,5.1,mwc,89,72,,0.81,"15 km SE of Mendarda, India",earthquake,,,,
2011-09-24T15:21:34.660Z,34.042,75.249,61,4.2,mb,16,156.9,,0.96,"7 km WNW of Pahlg?m, India",earthquake,,15.7,,4
2011-09-19T00:52:03.990Z,17.92,76.564,10,4,mb,12,108.7,,0.88,"11 km NW of Umarga, India",earthquake,,,,2
2011-09-18T13:54:19.630Z,27.353,88.452,28.2,4.7,mb,58,107,,1.34,"14 km NNW of Singtam, India",earthquake,,14.9,,18
2011-09-18T13:12:00.350Z,27.52,88.583,40.1,4.8,mb,57,96.5,,1.14,"6 km E of Mangan, India",earthquake,,6.9,,13
2011-09-18T12:40:51.830Z,27.73,88.155,50,6.9,mww,383,13,,0.96,"43 km NW of Mangan, India",earthquake,,,,
2011-09-07T17:58:18.700Z,28.724,77.189,10,4.3,mb,20,183.6,,1.09,"6 km NE of Pitampura, India",earthquake,,,,5
2011-08-23T01:22:56.280Z,33.095,76.858,14.6,5.1,mb,148,29.4,,0.77,"41 km S of Padam, India",earthquake,,10.5,,73
2011-08-13T02:59:12.930Z,23.321,70.242,10,4.3,mb,15,149.2,,0.81,"10 km WNW of Bhach?u, India",earthquake,,,,4
2011-07-28T18:42:35.260Z,33.32,75.998,33.3,4.5,mb,53,54.7,,0.78,"21 km E of Kishtw?r, India",earthquake,,17.8,,11
2011-06-20T06:27:18.430Z,30.61,79.338,14.3,4.9,mb,103,50.1,,0.85,"22 km NNW of P?palkoti, India",earthquake,,11.8,,61
2011-06-03T00:53:27.280Z,27.529,88.019,45.7,5,mb,118,33.7,,0.99,"35 km NW of Gyalshing, India",earthquake,,,,48
2011-05-04T20:57:19.260Z,30.323,80.433,25.4,4.6,mb,61,95.8,,0.93,"53 km N of Dh?rchula, India",earthquake,,18.1,,19
2011-04-28T09:53:02.500Z,33.047,76.817,10,4.2,mb,33,143.6,,0.95,"46 km S of Padam, India",earthquake,,,,5
2011-02-10T03:51:44.230Z,27.215,88.211,46.2,4,mb,31,145.6,,0.79,"9 km SSW of Gyalshing, India",earthquake,,10.4,,7
2010-11-09T22:46:20.170Z,25.23,73.649,13.5,4.6,mb,45,114,,1.13,"20 km ENE of S?dri, India",earthquake,,22.6,,13
2010-11-07T03:40:26.820Z,34.388,74.081,70.9,4.4,mb,34,90.8,,1.03,"31 km NW of B?ram?la, India",earthquake,,14.5,,8
2010-09-11T03:10:40.870Z,33.718,75.368,25.8,4.7,mb,108,54.4,,1,"19 km E of Anantnag, India",earthquake,,11.5,,41
2010-09-02T03:09:06.700Z,23.625,71.898,10,4,mb,15,141.2,,1.4,"7 km S of H?rij, India",earthquake,,,,4
2010-08-14T03:08:17.630Z,34.124,78.735,67.9,4.1,mb,19,144.3,,0.8,"106 km E of Leh, India",earthquake,,12.6,,1
2010-07-10T03:16:18.770Z,30.075,79.608,13.1,4.6,mb,40,52.2,,0.86,"30 km NNW of B?geshwar, India",earthquake,,22.9,,11
2010-07-06T19:08:25.870Z,29.841,80.397,32.8,5,mwc,133,47.5,,0.8,"11 km W of Dh?rchula, India",earthquake,,11.8,,
2010-07-04T02:35:59.130Z,29.854,80.375,11.6,4.7,mb,78,80.5,,0.93,"13 km W of Dh?rchula, India",earthquake,,17.5,,36
2010-06-22T23:14:10.840Z,29.872,80.428,16.3,5.2,mb,174,48.2,,0.95,"9 km WNW of Dh?rchula, India",earthquake,,10.2,,87
2010-06-04T11:58:10.100Z,33.243,76.297,35,4.5,mb,27,94.9,,1.17,"49 km E of Kishtw?r, India",earthquake,,,,6
2010-06-02T08:05:22.880Z,31.406,80.251,35,4,mb,24,144,,0.74,"114 km NE of Josh?math, India",earthquake,,,,2
2010-05-28T07:25:02.580Z,31.135,77.839,18.8,5,mb,106,48.5,,0.74,"10 km SE of Rohru, India",earthquake,,11.3,,44
2010-05-03T17:15:08.000Z,30.27,78.314,13.5,4,mb,39,93.4,,1.14,"12 km NNE of Narendranagar, India",earthquake,,20.7,,4
2010-05-01T22:36:29.370Z,30.099,80.026,35.5,4.5,mb,61,62.3,,0.88,"37 km NE of B?geshwar, India",earthquake,,7.5,,23
